,,GS 채널 판매 보고의 건 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,기준일자,2026-06-01,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Key,구분,사업장,채널,판매기간(시작),판매기간(종료),투숙기간(시작),투숙기간(종료),KPI (객실수 실),KPI 매출 (백만원),영업장,상품명,상품,노출영역,비고,
,,한국중부,양양,카카오 예약하기(타이드스퀘어),25.12.05,25.12.08,25.12.05,26.02.28,,,쏠비치 + 르네블루,,사업장별 상이,카카오 예약하기 (200만명 대상 푸쉬 발송),,
,,한국중부,양양,카카오톡예약하기(타이드스퀘어),25.12.05,25.12.08,25.12.05,26.02.28,,,양양,,객실+조식2+오션2,▶쏠비치 기획전 회원대상 단독 메세지 발송,,
,,한국남부,진도,카카오 예약하기(타이드스퀘어),25.12.05,25.12.08,25.12.05,26.02.28,,,쏠비치 + 르네블루,,사업장별 상이,카카오 예약하기 (200만명 대상 푸쉬 발송),,
,,한국남부,진도,카카오톡예약하기(타이드스퀘어),25.12.05,25.12.08,25.12.05,26.02.28,,,진도,,객실+조식2+인피니티2,▶쏠비치 기획전 회원대상 단독 메세지 발송,,
,,한국중부,단양,놀이의 발견,25.12.08,25.12.14,25.12.08,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,,전달완료,
,,한국중부,델피노,티딜(스마트인피니),25.12.08,25.12.14,25.12.08,26.02.28,,,델피노,,객실+조식+오션3OR키즈클럽3,▶회원대상 lms 발송,전달완료,
,,아시아퍼시픽,벨제주,놀유니버스,25.12.08,25.12.14,25.12.08,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,소노숙박x티웨이항공 공동 프로모션 진행 ,전달완료,
,,한국중부,변산,쿠팡,25.12.08,25.12.21,25.12.08,26.02.28,,,변산,,객실+조식2인+소인혜택,,전달완료,
,,비발디파크,비발디,인플루언서(룰루미뇽) X 11번가,25.12.08,25.12.11,25.12.08,26.02.28,,,캄/벨,,조식3인+오션3인+리프트or스노위3인+케이블카2매,룰루미뇽 인플루언서 판매 (11번가 십일절기간 동시 홍보),12/5~6 투숙(성인2),
,,비발디파크,비발디,키즈노트(스마트인피니),25.12.08,25.12.14,25.12.08,26.02.28,,,벨,,객실+스노위3인+앤트월드3인,키즈노트 공동구매,,
,,한국중부,삼척,놀유니버스,25.12.08,25.12.14,25.12.08,26.02.28,,,삼척,,객실+조식+마마티라2(사우나2인무료),▶리조트 서브홈 배너 리조트/호텔 노출 / 시즈널기획전 참여,전달완료,
,,한국중부,삼척,쿠팡,25.12.08,25.12.21,25.12.08,26.02.28,,,삼척,,객실+베이커리&카페set,▶year end sale(올해마지막여행초특가),전달완료,
,,한국중부,양양,놀유니버스,25.12.08,25.12.14,25.12.08,26.02.28,,,양양,,객실+오션3+음료3,▶리조트 서브홈 배너 리조트/호텔 노출 / 시즈널기획전 참여,전달완료,
,,한국중부,양양,쿠팡,25.12.08,25.12.21,25.12.08,26.02.28,,,양양,,객실+베이커리&카페set,▶year end sale(올해마지막여행초특가),전달완료,
,,한국남부,여수,카카오 예약하기,25.12.08,25.12.14,25.12.08,26.02.28,,,여수,,"객실 + 라운지3인(성2,소1)",▶카카오 예약하기 210만 고객 메세지 발송,,
,,한국중부,천안,놀이의 발견,25.12.08,25.12.14,25.12.08,26.02.28,,,천안,,객실+오션3+스노우3+할인권,,11/24 상품 전달,
,,아시아퍼시픽,캄제주,놀유니버스,25.12.08,25.12.14,25.12.08,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,소노숙박x티웨이항공 공동 프로모션 진행 ,전달완료,
,,한국남부,해운대,놀유니버스,25.12.08,25.12.14,25.12.08,26.02.28,,,해운대,,객실 + 조식2인 + 주중L/O,▶시즈널기획전 참여(로맨틱 연말 호캉스 패키지 2차)    ,,
,,한국남부,남해,쿠팡,25.12.09,25.12.15,25.12.09,26.04.30,,,진도,,객실 + 인피니티풀 4매,▶골드박스 ,,
,,한국중부,청송,여기어때,25.12.11,25.12.20,25.12.11,26.02.28,,,청송,,객실+베이커리4ea+음료2잔,▶시즈널 기획전 노출,전달완료,
,,한국중부,천안,네이버쇼핑라이브,25.12.12,25.12.17,25.12.12,26.02.28,,,,,객실+스노우2+할인권,,스마트인피니,
,,한국중부,양양,여기어때,25.12.14,26.01.14,25.12.14,26.02.28,,,양양,,상시상품,"▶광고구좌진행 / 호텔,리조트 상단노출",,
,,한국중부,단양,쿠팡,25.12.15,25.12.21,25.12.15,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,▶year end sale(올해마지막여행초특가),,
,,한국중부,델피노,놀유니버스,25.12.15,25.12.21,25.12.15,26.02.28,,,델피노,,객실+조식+오션3OR키즈클럽3,▶시즈널 기획전,,11/15 상품전달
,,비발디파크,비발디,인플루언서(다온맘) X 11번가,25.12.15,25.12.18,25.12.15,26.02.28,,,벨,,조식3인+오션3인+리프트or스노위3인+케이블카2매,다온맘 인플루언서 판매,,airjonge@naver.com
,,비발디파크,비발디,놀이의발견,25.12.15,25.12.21,25.12.15,26.02.28,,,벨/캄,,객실+스노위3인+앤트월드3인,[기획전] 이렇게 추운 날 더 신나게 놀자!,12/4까지 전달,
,,비발디파크,비발디,프리즘,25.12.15,25.12.22,25.12.15,26.02.28,,,캄/펠/빌,,1박/2박 상품,"프리즘 라이브방송 / 11월 5~1차촬영, 12월 2차촬영","12/5~6 투숙(성인2,소인1)",
,,한국중부,양양,롯데온(스마트인피니),25.12.15,25.12.21,25.12.15,26.02.28,,,양양,,"상시, 오션3+음료3",▶노출구좌협의중,전달완료,
,,한국남부,여수,쿠팡,25.12.15,25.12.21,25.12.15,26.02.28,,,단양,,"객실 + 조식3인(성2,소1)",▶year end sale(올해마지막여행초특가),,
,,한국남부,진도,놀유니버스,25.12.15,25.12.21,25.12.15,26.02.28,,,진도,,협의중,▶시즈널기획전 참여(연말 연시 빈방 싹쓸이 호캉스 특가)    ,,
,,아시아퍼시픽,고양,톡딜(스마트인피니),25.12.17,25.12.20,25.12.17,26.03.01,,,고양,,객실 + 와인1병 + 주중혜택,▶톡딜위크(79시간),전달완료,
,,아시아퍼시픽,벨제주,톡딜(스마트인피니),25.12.17,25.12.20,25.12.17,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,▶톡딜위크(79시간),전달완료,
,,아시아퍼시픽,캄제주,톡딜(스마트인피니),25.12.17,25.12.20,25.12.17,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,▶톡딜위크(79시간),전달완료,
,,한국남부,해운대,톡딜(스마트인피니),25.12.17,25.12.20,25.12.17,26.02.28,,,해운대,,객실 + 조식2인 + 주중L/O,▶톡딜위크(79시간),,
,,한국중부,천안,인플루언서 (지원플레이),25.12.18,25.12.21,25.12.18,26.02.28,,,천안,,객실+오션3+스노우3+할인권,▶지마켓(스마트인피니) 공동구매,스마트인피니,
,,한국중부,변산,인플루언서 (캠퍼준영과 은미),25.12.19,25.12.23,25.12.19,26.02.28,,,변산,,"객실+조식2인(대2, 소1)+워터(3인(대2, 소1)",▶인플루언서 판매       ,12/13~14 촬영,
,,한국남부,거제,놀유니버스,25.12.22,25.12.28,25.12.22,26.02.28,,,거제,,"객실+오션3인(성2,소1)",▶시즈널기획전 참여(연말 연시 빈방 싹쓸이 호캉스 특가2차)    ,12/10까지 상품안 전달,
,,아시아퍼시픽,고양,놀유니버스,25.12.22,25.12.28,25.12.22,26.02.28,,,고양,,객실 + 와인1병 + 주중혜택,▶시즈널기획전 참여(연말 연시 빈방 싹쓸이 호캉스 특가2차)    ,12/10까지 상품안 전달,
,,아시아퍼시픽,고양,카카오 예약하기,25.12.22,25.12.28,25.12.22,26.02.28,,,고양,,객실 + 와인1병 + 주중혜택,,전달완료,
,,한국중부,단양,톡딜(스마트인피니),25.12.22,25.12.25,25.12.22,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,▶톡딜위크(79시간),,
,,아시아퍼시픽,벨제주,노랑풍선,25.12.22,25.12.28,25.12.22,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,소노숙박x티웨이항공 공동 프로모션 진행 ,,
,,아시아퍼시픽,벨제주,카카오 메이커스,25.12.22,25.12.29,25.12.22,26.03.01,,,제주,,객실 + 조식2인 + 사우나 2인 + 웰컴티 2잔 + 연박 소인혜택,,전달완료,
,,한국중부,변산,놀유니버스,25.12.22,25.12.28,25.12.22,26.02.28,,,변산,,"객실+조식2인(대2, 소1)+워터(3인(대2, 소1)",▶시즈널기획전 참여(연말 연시 빈방 싹쓸이 호캉스 특가2차)    ,12/10까지 상품안 전달,
,,한국중부,양양,티딜(스마트인피니),25.12.22,25.12.24,25.12.22,26.02.28,,,양양,,객실+베이커리&카페set,▶회원대상 lms발송 / 주말특가 발송,전달완료,
,,한국남부,여수,톡딜(스마트인피니),25.12.22,25.12.25,25.12.22,26.02.28,,,여수,,"객실 + 라운지3인(성2,소1)",▶톡딜위크(79시간),,
,,한국남부,진도,인플루언서(요미맘),25.12.22,25.12.25,25.12.22,26.02.28,,,진도,,"객실 + 조식 + 인피니티풀 4인(성2, 소2)",▶인플루언서 판매       ,,
,,한국중부,천안,톡딜(스마트인피니),25.12.22,25.12.25,25.12.22,26.02.28,,,천안,,객실+오션3+스노우3+할인권,▶톡딜위크(79시간),,
,,아시아퍼시픽,캄제주,노랑풍선,25.12.22,25.12.28,25.12.22,26.03.01,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,소노숙박x티웨이항공 공동 프로모션 진행 ,,
,,아시아퍼시픽,캄제주,카카오 메이커스,25.12.22,25.12.29,25.12.22,26.03.01,,,제주,,객실 + 조식2인 + 사우나 2인 + 웰컴티 2잔 + 연박 소인혜택,,전달완료,
,,한국남부,해운대,노랑풍선,25.12.22,25.12.28,25.12.22,26.02.28,,,해운대,,객실 + 조식2인 + 주중L/O	,▶티웨이 기획전,,
,,한국중부,변산,카카오 예약하기,25.12.24,25.12.31,,,,,,,,,,
,,한국중부,단양,롯데온,25.12.26,25.12.28,25.12.26,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,,,
,,한국중부,삼척,티딜(스마트인피니),25.12.26,25.12.28,25.12.26,26.02.28,,,삼척,,객실+베이커리&카페set,▶회원대상 lms발송 / 주말특가 발송,전달완료,
,,한국남부,거제,인플루언서(다온맘),25.12.27,25.12.31,25.12.27,26.02.28,,,거제,,객실 + 인피니티풀 4매,,,
,,한국남부,거제,롯데온,25.12.29,26.01.04,25.12.29,26.02.28,,,거제,,"객실 + 조식 + 오션 3인(성2, 소1)",,,
,,한국중부,단양,인플루언서(지원플레이),25.12.29,25.01.01,25.12.29,26.02.28,,,단양,,객실+조식4+오션4+ 레전드 3회 권 (2매)+주중 13 C/O+할인권,▶인플루언서 판매       ,,
,,아시아퍼시픽,벨제주,놀유니버스,25.12.29,26.01.04,25.12.29,26.02.28,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,▶시즈널기획전 참여(해돋이&새해 여행 호캉스 특가전)    ,12/18까지 상품안 전달,
,,비발디파크,비발디,카카오쇼핑라이브(웹투어),25.12.29,26.01.04,25.12.29,26.02.28,,,협의중,,조식3인+오션3인+리프트or스노위3인+케이블카2매,"프라임시간 라이브(12/29 7시~), 인플루언서 협찬광고 등 ",,
,,비발디파크,비발디,놀유니버스,25.12.29,26.01.04,25.12.29,26.02.28,,,캄,,협의중,시즈널 기획전 참여(해돋이&새해 여행 호캉스 특가전),,
,,한국중부,삼척,롯데온(스마트인피니),25.12.29,26.01.04,25.12.29,26.02.28,,,삼척,,객실+베이커리&카페set,,전달완료,
,,한국중부,양양,놀유니버스,25.12.29,26.01.04,25.12.29,26.02.28,,,양양,,객실+베이커리&카페set,▶시즈널기획전 참여(해돋이&새해 여행 호캉스 특가전)    ,전달완료,
,,한국남부,진도,여기어때,25.12.29,25.12.31,25.12.29,26.02.28,,,진도,,객실 + 인피니티풀 4매,▶오픈런,,
,,아시아퍼시픽,캄제주,놀유니버스,25.12.29,26.01.04,25.12.29,26.02.28,,,제주,,객실 + 조식 2 + 웰컴티 2 + 할인권,▶시즈널기획전 참여(해돋이&새해 여행 호캉스 특가전)    ,12/18까지 상품안 전달,
,,한국중부,델피노,놀이의발견,25.12.31,26.01.06,,,,,델피노,,협의중,[기획전] 이렇게 추운 날 더 신나게 놀자!,12/22까지 상품전달,
,,한국중부,단양,지마켓,26.01.01,26.01.03,26.01.01,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,지락페,,
,,한국중부,단양,지마켓,26.01.01,26.01.03,26.01.01,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,지락페,종이비행기,
,,한국중부,변산,놀이의발견,26.01.01,26.01.06,,,,,변산,,협의중,[기획전] 이렇게 추운 날 더 신나게 놀자!,12/23까지 상품전달,
,,한국중부,천안,인플루언서 (캠핑에미치다) 프로모션,26.01.02,26.01.05,,,,,천안,,협의중,,,
,,한국중부,단양,11번가,26.01.05,26.01.05,26.01.05,26.02.28,,,단양,,객실+조식3+오션3+ 레전드 3회 권 (2매)+할인권,60분러시,종이비행기,
,,한국중부,삼척,맘맘(스마트인피니),26.01.05,26.01.11,26.01.05,26.02.28,,,삼척,,"조식+오션 3,4인+추가혜택",▶맘맘 프로모션 진행 / 인플루언서 공동 홍보 판매 (비를리맘 12.2만),12/23 투숙진행,
,,한국중부,단양,인플루언서(리얼커플),26.01.06,26.01.09,,,,,단양,,협의중,▶인플루언서 판매       ,예스트래블,
,,한국중부,단양,인플루언서(리얼커플),26.01.06,26.01.09,,,,,단양,,객실+조식4+오션4+ 레전드 3회 권 (2매)+주중 13 C/O+할인권,▶인플루언서 판매       ,코이스토리,
,,비발디파크,비발디,G마켓 x 인플루언서(한브로),26.01.06,26.01.09,26.01.06,26.02.28,,,벨/캄,,"윈터2+2 올클 PKG (인피+조식 성인2, 소인2, 히어로즈 등)",한브로 인플루언서 공동구매 ,,
,,한국중부,천안,카카오 예약하기,26.01.06,26.01.11,,,,,천안,,객실+오션2+스노우2+할인권,,,
,,한국중부,천안,카카오 예약하기,26.01.06,26.01.11,,,,,천안,,협의중,,,
,,한국남부,거제,인플루언서(한브로),26.01.12,26.01.15,,,,,거제,,객실+오션4매(오션or요트)+할인권,인플루언서 판매,스마트인피니,
,,한국중부,단양,카카오 예약하기,26.01.12,26.01.18,,,,,단양,,협의중,,,
,,비발디파크,비발디,트립비토즈 x 인플루언서(제이드아이),26.01.12,26.01.15,26.01.12,26.02.28,,,벨/캄,,협의중,제이드아이 인플루언서 공동구매 x 트립비토즈 판매,,
,,한국중부,양양,여기어때,26.01.12,26.01.14,26.01.12,26.03.31,,,양양,,룸온니(+사우나or음료2)/ 조식+오션2(소인1인무료)+주중24시간스테이,▶오픈런 기획전 진행,,
,,한국중부,천안,인플루언서 (캠퍼준영과 은미) 프로모션,26.01.12,26.01.15,,,,,천안,,협의중,,,
,,한국남부,해운대,마이리얼트립,26.01.12,26.01.18,26.01.12,26.02.28,,,해운대,,객실 + 조식2인 + 주중L/O,,,
,,한국남부,진도,인플루언서(캠핑에미치다),26.01.13,26.01.16,,,,,진도,,객실 + 인피니티풀4인 + 할인권,,코이스토리,
,,한국중부,델피노,톡딜(스마트인피니),26.01.14,26.01.16,26.01.14,26.04.30,,,"벨,캄 델피노",,"조식+오션or키즈클럽 3,4인",72시간 톡딜판매,,
,,한국중부,삼척,지마켓(종이비행기),26.01.14,26.01.18,26.01.14,26.03.31,,,삼척,,"조식+오션3,4인 (리조트) / 2인(호텔, 소인1인 무료혜택)","지마켓,옥션 빡세일 프로모션 진행",,
,,한국남부,거제,이베이(종이비행기),26.01.14,26.01.18,26.01.14,26.03.31,,,거제,,"객실 + 오션3인(성인2, 소인1) + 할인권(화덕피자 20%(1판))","지마켓,옥션 빡세일 프로모션 진행",,
,,한국중부,삼척,여기어때,26.01.15,26.02.14,,,,,삼척,,상시상품,"▶광고구좌진행 / 호텔,리조트 상단노출",,
,,한국중부,델피노,지마켓(종이비행기),26.01.19,26.01.25,26.01.19,26.04.30,,,"벨,캄 델피노",,"조식+오션or키즈클럽 3,4인","지마켓,옥션 빡세일 프로모션 참여",,
,,한국중부,양양,티딜(스마트인피니),26.01.19,26.01.21,26.01.19,26.03.31,,,양양,,조식+오션2(소인1인무료)+주중24시간스테이,회원대상 lms발송,,
,,한국중부,양양,놀유니버스,26.01.19,26.01.25,26.01.19,26.03.31,,,양양,,룸온니(+사우나or음료2),3주차 시즈널 기획전 참여,,
,,한국중부,삼척,키즈노트(스마트인피니),26.01.19,26.01.25,26.01.19,26.03.31,,,삼척,,"조식+오션3,4인 (리조트) / 2인(호텔, 소인1인 무료혜택)",키즈노트 노출 (1/12~18사전홍보),,
,,한국남부,해운대,놀유니버스,26.01.19,26.01.25,26.01.19,26.02.28,,,해운대,,객실 + 조식2인 + 주중L/O,3주차 시즈널 기획전 참여,,
,,한국중부,청송,인플루언서(코이스토리),26.01.20,26.01.23,26.01.20,26.03.31,,,청송,,"조식+온천+웰컴티+사과즙3,4인",인플루언서 @ 요미맘 판매,,
,,한국중부,양양,지마켓(타이드스퀘어),26.01.26,26.02.01,26.01.26,26.03.31,,,양양,,조식+오션2(소인1인무료)+주중24시간스테이,브랜드데이(핫딜)/ 추가 할인쿠폰제공,,
,,한국중부,양양,카카오톡예약하기(타이드스퀘어),26.01.26,26.02.01,26.01.26,26.03.31,,,양양,,조식+오션2(소인1인무료)+주중24시간스테이,회원대상 카카오톡메세지발송.1/27발송,,
,,한국중부,삼척,놀유니버스,26.01.26,26.02.01,26.01.26,26.03.31,,,삼척,,"조식+오션 2인(호텔, 소인1인 무료혜택)",4주차 시즈널 기획전 참여,,
,,한국중부,천안,인플루언서 (트윈윤혜나) 프로모션,26.01.26,26.01.29,,,,,천안,,협의중,,,
,,한국중부,삼척,"지마켓,옥션(종이비행기)",26.01.26,26.02.01,26.01.26,26.03.31,,,삼척,,"조식+오션3,4인 (리조트) ","지마켓,옥션 설 빅세일 참여",,
,,한국남부,거제,쿠팡,26.01.26,26.01.26,26.01.26,26.03.31,,,거제,,객실+오션어드벤처 또는 블루오션 요트투어 택1+주중 13시 L/O+할인권,골드박스,,
,,한국중부,델피노,인플루언서(스마트인피니),26.01.29,26.02.01,26.01.29,26.04.30,,,"벨,캄 델피노",,"조식+오션or키즈클럽 3,4인+음료 무료제공",인플루언서 @ 은찐맘 판매,1/19촬영,
,,한국남부,남해,여기어때,26.01.29,26.02.01,26.01.29,26.03.31,,,남해,,객실+인피니티풀3매+아이스비치3매,오픈런,,
,,한국남부,거제,쿠팡,26.01.29,26.01.29,26.01.29,26.03.31,,,거제,,객실+오션어드벤처 또는 블루오션 요트투어 택1+주중 13시 L/O+할인권,골드박스,,
,,한국남부,거제,카카오톡,26.01.30,26.02.01,26.01.30,26.04.30,,,거제,,협의중,톡딜,,
,,한국남부,진도,카카오톡,26.01.30,26.02.01,26.01.30,26.04.30,,,진도,,협의중,톡딜,,
,1,비발디파크,비발디,인플루언서xG마켓(한브로),26.01.06,26.01.09,26.03.23,26.02.28,,,벨/캄,,스노위or오션+액티비티+앤트월드,G마켓 x 인플루언서(한브로 판매),,
,2,비발디파크,비발디,인플루언서x트립비토즈(제이드아이),26.01.14,26.01.17,26.03.23,26.02.28,,,벨.캄,,스노위+액티비티,트립비토즈 x 인플루언서(제이드아이 판매),,
,3,비발디파크,비발디,카카오 예약하기(타이드스퀘어),26.01.16,26.01.18,26.03.02,26.04.30,,,비발디,,3-4월 얼리버드 (오션+액티비티 / 조식+오션+액티비티),3-4월 얼리버드 상품 판매,,
,4,비발디파크,비발디,쿠팡,26.01.19,26.01.25,26.03.02,26.04.30,,,비발디,,3-4월 얼리버드 (오션+액티비티 / 조식+오션+액티비티),3-4월 얼리버드 상품 판매,,
,5,비발디파크,비발디,카카오 메이커스(올마이투어),26.01.26,26.02.02,26.03.02,26.04.30,,,비발디,,3-4월 얼리버드 (오션+액티비티 / 조식+오션+액티비티),3-4월 얼리버드 상품 판매,,
,6,한국중부,양양,인플루언서(스마트인피니),26.02.01,26.02.04,26.01.06,26.04.30,,,양양,,"조식+오션2,3,4인 (호텔 소인 1인 무료제공)+음료 무료+주중혜택",인플루언서 @ 별이네 자매 판매,1/25촬영,
,6,한국중부,삼척,여기어때,26.02.01,26.02.15,26.01.14,26.03.31,,,삼척,,"조식+오션3,4인 (리조트) / 2인(호텔, 소인1인 무료혜택)",광고구좌 단독 상품 제공,,
,7,한국중부,델피노,롯데온(스마트인피니),26.02.02,26.02.08,26.01.16,26.04.30,,,델피노,,"조식+오션 or 키즈 클럽 3,4인",여행카테고리 메인노출,,
,8,한국중부,단양,"지마켓,옥션(종이비행기)",26.02.02,26.02.08,26.01.19,26.03.31,,,단양,,협의중,지마켓.옥션 설 빅세일 참여,,
,9,한국남부,변산,"지마켓,옥션(종이비행기)",26.02.02,26.02.08,26.01.26,26.03.31,,,변산,,협의중,지마켓.옥션 설 빅세일 참여,,
,10,한국남부,진도,쿠팡,26.02.02,26.02.08,26.02.01,26.04.30,,,진도,,"객실 + 인피니티풀4인(성인2,소인2) + 조식4인(성인2,소인2)+ 히어로즈1회권 4매 + 할인권","골드박스, 인플(로니맘) 동시판매",,
,11,비발디파크,비발디,11번가(스마트인피니),26.02.02,26.02.02,26.02.02,26.02.28,,,비발디,,스노위or오션+액티비티+앤트월드,11번가 60분러쉬 판매,,
,12,한국남부,남해,네이버(트립토파즈),26.02.03,26.02.09,26.02.01,26.03.31,,,남해,,객실+인피니티풀3매+아이스비치3매,네이버 프로모션,,
,13,비발디파크,비발디,맘맘(스마트인피니),26.02.03,26.02.04,26.03.02,26.04.30,,,비발디,,3-4월 얼리버드 (오션+액티비티 / 조식+오션+액티비티),3-4월 얼리버드 상품 판매,,
